date	Factom	Ascribe	unknown	Open Assets	Proof of Existence	Colu	Monegraph	Blockstore	Stampery	BlockSign	Omni Layer	Eternity Wall	CoinSpark	LaPreuve	Bitproof	Remembr	stampd	Crypto Copyright	OriginalMy	ProveBit	21	22	23	24	25	26	27	28	29	30	TOTAL	CUMMULATIVE
2015-09-21	145	55	262	126	4	62	15	0	0	0	8	1	157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	203580
2015-09-20	145	0	252	64	7	50	0	0	0	1	0	2	175	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	710	202870
2015-09-19	143	110	114	99	0	31	6	0	0	0	2	0	143	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	655	202215
2015-09-18	143	116	3591	128	0	349	6	0	0	3	2	6	144	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4496	197719
2015-09-17	144	95	3806	160	0	6	6	0	0	3	4	2	145	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	193344
2015-09-16	144	111	1082	104	0	0	0	0	0	0	2	7	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	191831
2015-09-15	143	51	2141	101	2	1	0	0	0	0	0	3	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2447	189384
2015-09-14	144	45	14656	80	0	0	24	1226	0	5	4	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16189	173195
2015-09-13	145	9	19540	85	0	0	1	0	0	0	6	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19790	153405
2015-09-12	145	31	428	116	0	0	12	21054	1	2	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	21796	131609
2015-09-11	143	41	459	98	1	0	0	5957	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6706	124903
2015-09-10	143	32	207	212	0	52	3	4455	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5114	119789
2015-09-09	145	55	436	590	2	28	16	2955	1	2	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4240	115549
2015-09-08	143	89	295	368	6	22	0	16	29	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	114577
2015-09-07	148	42	270	124	2	5	1	3	0	6	2	1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	113882
2015-09-06	140	45	126	85	0	7	0	4	0	2	0	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	113336
2015-09-05	144	53	107	110	1	5	54	110	0	1	4	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	112596
2015-09-04	144	34	110	147	1	2	42	11	0	0	3	4	128	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	629	111967
2015-09-03	144	53	231	599	1	35	114	8	3	8	10	8	142	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	110608
2015-09-02	146	3	179	314	3	0	162	98	0	0	2	5	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	109567
2015-09-01	108	445	205	315	5	8	0	47	0	0	4	2	133	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1276	108291
2015-08-31	0	76	359	108	1	46	0	60	0	2	2	5	130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	107501
2015-08-30	0	22	148	157	2	5	0	0	0	1	3	6	124	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	107028
2015-08-29	0	48	189	141	0	3	0	1	0	0	10	3	140	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	106492
2015-08-28	7	51	781	225	1	39	0	1	0	1	4	5	140	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1257	105235
2015-08-27	298	21	151	190	4	31	0	6	2	3	6	8	126	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	851	104384
2015-08-26	44	22	242	134	1	38	26	102	0	1	0	6	142	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	761	103623
2015-08-25	0	27	140	102	2	24	18	2	0	4	2	9	119	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	456	103167
2015-08-24	0	22	165	506	1	9	6	1	0	1	2	8	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	102308
2015-08-23	0	1	388	106	4	15	12	0	0	0	4	4	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	101623
2015-08-22	0	15	133	119	4	15	54	0	0	12	4	14	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	101047
2015-08-21	0	7	102	300	1	28	54	55	0	2	4	8	157	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	100327
2015-08-20	0	21	145	248	0	36	6	48	0	0	1	3	205	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	99612
2015-08-19	0	325	144	139	0	25	6	0	0	3	0	3	127	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	98838
2015-08-18	0	12	185	191	1	6	0	0	0	0	0	2	121	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	98318
2015-08-17	0	22	167	115	0	16	0	0	0	0	0	2	145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	468	97850
2015-08-16	0	54	278	98	1	26	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	97382
2015-08-15	0	10	158	120	2	7	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	97076
2015-08-14	0	47	227	526	1	27	0	0	0	1	2	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	839	96237
2015-08-13	0	97	211	482	0	28	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	830	95407
2015-08-12	0	114	251	172	0	66	0	0	0	0	0	2	155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	761	94646
2015-08-11	0	41	212	121	0	21	0	0	0	2	0	0	314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	712	93934
2015-08-10	0	33	162	122	0	35	0	0	2	3	15	1	360	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	734	93200
2015-08-09	0	0	345	101	1	10	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	92558
2015-08-08	0	0	183	96	1	2	0	0	0	2	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	92024
2015-08-07	0	0	170	365	0	99	0	0	0	13	0	6	168	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	825	91199
2015-08-06	0	0	286	134	0	0	0	0	2	0	0	3	166	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	598	90601
2015-08-05	0	0	248	140	3	0	0	0	0	0	0	1	155	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	555	90046
2015-08-04	0	0	120	109	5	4	0	0	3	0	0	10	141	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	397	89649
2015-08-03	0	0	198	929	5	42	0	0	0	0	0	4	143	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	88326
2015-08-02	0	0	396	94	4	178	0	0	0	0	0	5	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	87505
2015-08-01	0	1	124	109	4	0	0	0	0	0	0	7	158	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	404	87101
2015-07-31	0	13	215	126	1	0	0	0	0	0	0	8	154	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	521	86580
2015-07-30	0	69	324	130	2	16	0	0	0	0	0	14	150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	706	85874
2015-07-29	0	35	136	213	0	18	0	0	0	0	0	6	147	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	85316
2015-07-28	0	100	162	722	5	50	0	0	2	0	0	4	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	84122
2015-07-27	0	291	153	868	2	45	0	8	0	0	0	9	137	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1523	82599
2015-07-26	0	11	499	860	0	19	0	1	0	0	0	6	149	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1547	81052
2015-07-25	0	17	179	334	1	13	0	5	0	0	0	8	146	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	80347
2015-07-24	0	70	158	373	3	9	0	8	23	0	0	13	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	79548
2015-07-23	0	39	219	426	1	43	0	0	31	0	0	30	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	78610
2015-07-22	0	78	238	8526	2	53	0	0	30	0	0	37	138	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9105	69505
2015-07-21	0	232	375	10166	3	40	0	0	7	0	0	70	145	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11044	58461
2015-07-20	0	0	98	4059	0	45	0	0	21	0	0	150	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4517	53944
2015-07-19	0	0	387	169	1	18	0	0	3	3	0	3	144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	729	53215
2015-07-18	0	0	230	832	1	210	0	0	4	0	0	1	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966	51249
2015-07-17	0	0	182	192	0	0	1	0	20	12	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	413	50836
2015-07-16	0	0	210	538	1	0	0	0	9	0	0	2	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	766	50070
2015-07-15	0	0	108	192	11	0	0	0	14	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	341	49729
2015-07-14	0	3	261	1552	9	1	0	0	22	0	0	2	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1858	47871
2015-07-13	0	0	213	226	3	0	0	0	35	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	481	47390
2015-07-12	0	0	144	717	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	875	46515
2015-07-11	0	1	156	496	1	0	0	0	4	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	666	45849
2015-07-10	0	1	170	229	1	1	0	0	13	0	0	2	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	45299
2015-07-09	0	4	112	135	4	1	1	0	15	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	44698
2015-07-08	0	90	121	186	2	0	0	0	12	0	0	9	109	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	44166
2015-07-07	0	67	137	212	1	0	0	0	19	0	0	1	267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	705	43461
2015-07-06	0	25	150	212	0	0	0	0	31	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	42907
2015-07-05	0	1	263	209	1	0	0	0	1	1	0	3	187	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	42239
2015-07-04	0	5	208	233	1	0	1	0	7	0	0	4	160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	41619
2015-07-03	0	40	156	250	2	0	0	0	7	1	0	4	144	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	611	41008
2015-07-02	0	16	143	606	2	0	0	0	13	2	0	1	185	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	40035
2015-07-01	0	36	177	274	10	0	2	0	10	1	0	0	174	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	39347
2015-06-30	0	7	203	238	2	0	0	0	23	0	0	0	118	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	38751
2015-06-29	0	22	259	220	3	0	0	0	12	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	38111
2015-06-28	0	12	272	149	1	0	2	0	4	0	0	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	37527
2015-06-27	0	4	142	193	5	0	0	0	9	7	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	37016
2015-06-26	0	36	236	184	3	0	0	0	26	3	0	0	187	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	36340
2015-06-25	0	78	267	257	6	0	0	0	26	1	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	35563
2015-06-24	0	39	340	270	1	0	0	0	50	1	0	1	149	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	34710
2015-06-23	0	21	360	418	1	0	0	0	73	3	0	0	196	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	33631
2015-06-22	0	17	100	49	1	0	0	0	16	0	0	0	92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	33355
2015-06-21	0	26	566	10	4	0	0	0	5	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	32580
2015-06-20	0	17	87	54	1	0	0	0	8	0	0	0	202	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	32207
2015-06-19	0	10	171	113	5	0	0	0	20	4	0	0	193	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	518	31689
2015-06-18	0	51	136	52	8	0	0	0	9	0	0	0	135	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	31297
2015-06-17	0	28	151	53	1	0	0	0	12	2	0	0	145	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	30903
2015-06-16	0	20	128	162	3	0	0	0	11	0	0	0	147	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	30431
2015-06-15	0	4	355	111	2	0	0	0	8	1	0	0	146	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	629	29802
2015-06-14	0	128	199	65	0	0	0	0	3	0	0	0	158	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	29248
2015-06-13	0	69	166	112	0	0	0	0	11	1	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	28727
2015-06-12	0	14	154	101	2	0	0	0	11	0	0	0	145	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	431	28296
2015-06-11	0	6	104	63	2	0	0	0	18	6	0	0	144	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	27950
2015-06-10	0	19	140	112	4	0	0	0	25	0	0	0	141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	27508
2015-06-09	0	15	110	76	7	0	0	0	9	2	0	0	73	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	27212
2015-06-08	0	26	225	56	2	0	0	0	26	0	0	0	78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	414	26798
2015-06-07	0	5	207	35	3	0	0	0	18	0	0	0	119	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	26410
2015-06-06	0	26	88	53	0	0	0	0	5	3	0	0	119	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	26113
2015-06-05	0	26	83	48	2	0	0	0	6	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	25937
2015-06-04	0	30	100	51	9	0	0	0	2	2	0	0	60	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	257	25680
2015-06-03	0	33	91	20	7	0	0	0	1	0	0	0	111	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	25415
2015-06-02	0	59	136	38	8	0	0	0	8	2	0	0	157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	25006
2015-06-01	0	44	159	18	4	0	0	0	14	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	24623
2015-05-31	0	21	298	19	4	0	0	0	1	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	24119
2015-05-30	0	9	162	13	7	0	0	0	4	0	0	0	177	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	23744
2015-05-29	0	10	369	89	4	0	0	0	6	3	0	0	184	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	23067
2015-05-28	0	13	146	65	3	0	0	0	15	5	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	22679
2015-05-27	0	25	91	40	4	0	0	0	30	1	0	0	159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	22328
2015-05-26	0	24	161	39	11	0	0	0	24	2	0	0	144	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	415	21913
2015-05-25	0	35	360	17	29	0	0	0	22	4	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	21192
2015-05-24	0	37	636	14	2	0	0	0	6	2	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	20329
2015-05-23	0	16	107	30	4	0	0	0	9	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	20136
2015-05-22	0	110	133	43	4	0	0	0	16	2	0	0	6	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	318	19818
